Id,Timestamp,Version,Provider,Collection
5c706c4b87a6c94c888747a4,1550871601,1,corva,torque-and-drag.hookload-trend
Activity,hole_depth,is_extended
Rotary Drilling,17539.2,true

Id,hole_size,type,id
5c66c6e3e4506f4f01629fc8,8.75,DrillString,10


end_timestamp,start_timestamp
1550299759,1550255646

end_timestamp,start_timestamp
1550255645,1550255596

start_timestamp
1550299760
start_timestamp,end_timestamp
1550255596,1550871601


Curves Slack Off Casing Friction Factor,Curves Slack Off Openhole Friction Factor
0.15,0.1,

Curves Slack Off Measured Depth,Curves Slack Off Hookload
1550299303,11318.3,287.5,7.87,100,594.1,6
1550299373,11323.6,287.7,7.58,100.2,594.1,6
1550306447,11411.2,289.05,7.35,80.4,594.1,0
1550313354,11502.2,289.9,6.99,60.1,593.4,0
1550317942,11527.9,290.6,8.52,60.6,594.1,0
1550322071,11591,282.7,7.07,50.2,594.1,0
1550322799,11594.9,293.55,7.09,100.1,594.1,0
1550326697,11623.3,291.6,8.44,100.2,649.9,0
1550329587,11658.6,289,7.56,100.1,645.5,0
1550332165,11684.4,290.15,7.07,50.5,646.2,0
1550335414,11738.6,292.1,7.41,100.3,600.7,0
1550338425,11776.2,295.05,7.95,100.1,600.7,0
1550344430,11870.9,293.8,7.72,100.1,600.7,0
1550349365,11965.6,290.9,8.29,85.1,600.7,0
1550353662,12059.6,291.75,7.93,85.1,600.7,0
1550357976,12085.2,290,9.47,85.3,647,0
1550362017,12153.95,290.75,8.44,84.9,647,0
1550363159,12160.3,291.95,8.1,50.2,649.2,0
1550374569,12265.2,293,9.66,60.4,597.6,0
1550379698,12343.5,292.2,8.18,60,597.6,0
1550383000,12364.3,291.15,10.05,60.3,597.6,0
1550388042,12437.9,290.3,8.1,60.2,597.6,0
1550392996,12501.3,284.1,8.1,84.8,596.1,0
1550395804,12532.1,282.9,8.27,60.2,615.3,0
1550407336,12641.3,290.3,10.28,85.1,616,0
1550415461,12720.3,291.2,8.65,100.1,616,0
1550420446,12743.5,290.4,10.16,85.1,616,0
1550427705,12810.1,279.7,9.13,50.2,616,0
1550428417,12813.9,287.5,8.27,100.1,616,0
1550428488,12815.3,288,8.29,100.1,616,0
1550436147,12909.3,284.7,8.52,100.1,616,0
1550444102,13004.4,286,8.86,100.1,616,0
1550446857,13030.9,286.9,9.13,100.1,611.7,0
1550452177,13098.9,287.1,8.73,56.4,611.7,0
1550458724,13193.7,288.4,8.54,50.3,612.5,0
1550465951,13288.05,287.5,8.96,50.5,612.5,0
1550473124,13382.9,287.6,9.02,50.3,612.5,0
1550481120,13478,278.9,8.48,50.2,611,0
1550484620,13494.5,286.7,11.02,100.1,611.7,0
1550488040,13528.6,283.2,9.4,100.1,611.6,0
1550491963,13572,280.6,8.33,100.1,615.3,0
1550499507,13662.3,276.3,8.5,50.1,615.3,0
1550500276,13666.05,286.4,9.15,100.1,615.3,0
1550509180,13761.1,286.6,9.34,100,615.3,0
1550514554,13784.7,285.7,11.54,100.2,611.7,0
1550521435,13855.2,286.7,9.64,100.2,611.7,0
1550529377,13948.7,282.7,9.59,100.1,613.8,0
1550531590,13949.7,285.6,9.47,100.1,615.3,0
1550538403,14045.2,286.3,9.78,93.9,615.3,0
1550544996,14139.9,286.65,10.01,59.1,615.3,0
1550553521,14234.9,285.05,9.49,91.4,615.3,0
1550558884,14329.5,282.3,8.9,50.1,615.3,0
1550571143,14433.6,285.7,10.66,100.2,611,0
1550575523,14518.5,286.3,9.21,50.1,569.9,0
1550581230,14612.8,280.6,9.09,100.1,613.9,0
1550585387,14707,284.55,9.76,100.1,613.9,0
1550592025,14801.1,280.15,9.03,100.1,613.9,0
1550593286,14805.8,286.8,9.21,100.1,614.5,0
1550599614,14896.1,280.4,9.36,100,617.5,0
1550600808,14905.7,281.7,3.67,12,618.2,0
1550603699,14925.1,285.9,10.43,100.1,618.2,0
1550605246,14951.6,275,9.74,100,618.2,0
1550609548,14990.1,277.8,9.93,99.9,617.5,0
1550614373,15021.8,276.6,11.54,100.1,618.2,0
1550617828,15080.4,301.1,8.1,6,67,0
1550619020,15084.8,283.3,9.87,100.1,617.5,0
1550621188,15128.1,284.8,9.93,100.1,591,0
1550624183,15180.2,280.6,9.51,100,590.2,0
1550627240,15197.9,267,3.86,6,591,0
1550627315,15198.5,260.9,5.84,6,590.2,0
1550627121,15198.7,254.8,0,6.1,590.2,0
1550629943,15206.8,277,11.33,100.1,590.2,0
1550634646,15274.9,280.3,9.86,99.9,590.2,0
1550639958,15369.8,284.2,9.86,100,590.2,0
1550645352,15464.55,282.85,9.38,50.3,590.2,0
1550654262,15565.3,286.4,1.79,19.9,590.2,0
1550658858,15581.5,279.1,11.15,99.8,590.2,0
1550667269,15674.8,279.05,10.7,75.2,590.2,0
1550667393,15683.1,284.8,10.87,100.1,602.8,0
1550675036,15777.7,284.3,9.89,90.1,602.8,0
1550693046,15968.35,277.8,10.52,80.1,605.6,0
1550696231,15992.6,279.6,10.77,100.1,600.4,0
1550708050,16143.7,279.9,10.31,90.1,606.3,0
1550722970,16247.8,275.7,12.15,90.2,606.3,0
1550730535,16313.1,286.1,0,48.6,605.5,6
1550730429,16316,280.9,1.83,48.6,606.3,0
1550731489,16320.6,280.6,0,49.2,606.3,0
1550730639,16323.85,265.85,0,49.5,605.2,6
